Name,Date of Birth,From,To,Flight Date,Flight Time,Booking Date,Class,Fare
Mrs. FG43 FS60,1976-11-27,Lucknow,Mumbai,2016-08-05,14:10,2016-07-20,Business,11615.67
Dr. MG27 MS16,1950-04-25,Hyderabad,Lucknow,2016-10-06,08:20,2016-09-12,Economy,6809.63
Dr. MG33 MS44,1975-04-09,Mumbai,Patna,2016-06-20,09:50,2016-06-10,Economy,11294.13
Mr. MG55 MS27,1952-11-27,Kolkata,Patna,2016-11-03,20:10,2016-10-17,Economy,3409.72
Miss FG31 FS58,1989-11-05,Hyderabad,Mumbai,2016-02-16,14:20,2016-02-15,Economy,7622.16
Dr. MG43 MS78,1982-08-30,Kolkata,Delhi,2016-11-01,01:50,2016-10-03,Economy,4942.71
Miss FG28 FS42,1997-01-14,Hyderabad,Delhi,2016-03-23,18:00,2016-02-28,Economy,4853.41
Dr. MG14 MS40,1968-11-01,Chennai,Kolkata,2016-02-15,16:50,2016-01-03,Economy,5833.26
Mr. MG52 MS1,1955-10-11,Delhi,Lucknow,2016-07-13,10:30,2016-07-02,Economy,2022.16
Miss FG58 FS4,2001-07-06,Lucknow,Patna,2016-07-21,16:40,2016-06-14,Business,4334.95
Mr. MG21 MS45,1963-07-11,Chennai,Patna,2016-05-24,21:10,2016-05-07,Economy,8599.39
Miss FG43 FS79,1990-10-07,Kolkata,Patna,2016-03-24,11:20,2016-02-21,Business,6890.86
Dr. MG25 MS21,1948-07-07,Mumbai,Patna,2016-11-11,18:50,2016-10-14,Economy,6636.24
Mrs. FG6 FS71,1984-04-23,Mumbai,Hyderabad,2016-06-30,16:40,2016-06-04,Business,11091.49
Dr. FG19 FS22,1977-11-19,Lucknow,Hyderabad,2016-11-05,17:10,2016-10-18,Economy,12852.08
Dr. MG97 MS38,1944-01-05,Kolkata,Mumbai,2016-04-10,15:30,2016-03-12,Economy,8038.74
Dr. MG41 MS39,1943-06-24,Lucknow,Mumbai,2016-08-14,14:40,2016-07-05,Economy,7910.79
Dr. MG78 MS13,1946-10-02,Kolkata,Mumbai,2016-11-08,16:40,2016-09-17,Economy,5096.39
Dr. MG98 MS68,1971-10-19,Kolkata,Delhi,2016-03-14,07:00,2016-02-05,Business,11625.45
Dr. MG64 MS34,1939-11-01,Delhi,Patna,2016-02-11,07:50,2016-01-16,Business,9690.67
Mr. MG32 MS0,1957-09-04,Hyderabad,Lucknow,2016-12-18,08:30,2016-11-26,Business,17519.38
Mrs. FG31 FS47,1972-11-03,Chennai,Lucknow,2016-09-03,07:50,2016-08-30,Business,44988.15
Mr. MG56 MS12,1998-09-17,Hyderabad,Lucknow,2016-03-21,15:30,2016-03-20,Economy,8230.34
Dr. MG78 MS9,1941-10-17,Lucknow,Patna,2016-01-30,16:30,2016-01-23,Economy,5561.0
Miss FG95 FS72,1992-05-16,Lucknow,Delhi,2016-12-28,16:50,2016-12-27,Economy,3367.98
Mrs. FG27 FS56,1960-03-11,Mumbai,Hyderabad,2016-06-24,00:10,2016-06-10,Business,11011.17
Dr. MG97 MS7,1948-07-13,Delhi,Lucknow,2016-09-03,12:50,2016-07-06,Business,10176.68
Dr. MG41 MS30,1968-10-22,Hyderabad,Chennai,2016-02-12,10:00,2016-01-24,Business,8344.56
Dr. FG43 FS8,1957-09-14,Delhi,Lucknow,2016-06-01,18:10,2016-04-29,Economy,2809.25
Mr. MG79 MS94,1972-01-10,Chennai,Hyderabad,2016-08-22,09:30,2016-07-31,Business,5749.45
Mr. MG29 MS72,1969-01-07,Delhi,Mumbai,2016-11-27,03:40,2016-11-23,Business,18371.53
Dr. MG79 MS53,1954-05-29,Lucknow,Delhi,2016-01-14,20:30,2015-12-15,Economy,3169.02
Mr. MG6 MS41,2000-01-15,Delhi,Hyderabad,2016-02-05,13:50,2016-01-27,Economy,6131.27
Dr. FG1 FS83,1943-03-25,Mumbai,Patna,2016-10-10,12:40,2016-09-14,Business,16728.5
Dr. FG10 FS92,1962-03-01,Mumbai,Patna,2016-11-15,23:30,2016-11-12,Business,29254.89
Dr. FG73 FS36,1952-08-12,Chennai,Lucknow,2016-05-06,20:40,2016-04-23,Economy,12610.13
Miss FG22 FS6,1982-01-31,Mumbai,Patna,2016-04-30,19:10,2016-04-05,Economy,8030.84
Mr. MG38 MS88,1983-12-29,Hyderabad,Patna,2016-07-07,20:10,2016-05-22,Business,14537.56
Mr. MG19 MS94,1999-05-14,Delhi,Kolkata,2016-06-25,18:20,2016-06-12,Economy,4589.25
Dr. FG4 FS4,1979-06-20,Lucknow,Delhi,2016-06-24,15:40,2016-05-26,Business,8059.2
Mr. MG87 MS96,1978-11-09,Hyderabad,Mumbai,2016-01-13,20:50,2016-01-11,Economy,10510.65
Dr. MG20 MS13,1975-09-08,Chennai,Delhi,2016-11-10,18:00,2016-10-14,Economy,10036.98
Dr. MG52 MS70,1944-01-27,Mumbai,Delhi,2016-09-19,09:40,2016-08-22,Economy,4584.33
Dr. MG72 MS11,1942-01-22,Chennai,Lucknow,2016-02-10,01:00,2016-01-22,Economy,9549.08
Mr. MG97 MS19,1984-10-13,Delhi,Hyderabad,2016-01-03,10:30,2015-12-23,Economy,10069.19
Dr. FG22 FS13,1981-03-10,Mumbai,Kolkata,2016-04-12,05:30,2016-03-14,Business,15671.72
Mr. MG2 MS68,1966-06-29,Kolkata,Mumbai,2016-05-20,18:40,2016-05-13,Economy,5609.97
Dr. MG78 MS66,1935-05-26,Lucknow,Delhi,2016-10-21,09:10,2016-10-13,Economy,3707.91
Dr. MG5 MS93,1984-05-15,Kolkata,Hyderabad,2016-07-15,16:20,2016-07-10,Business,20343.84
Miss FG49 FS34,2000-08-01,Patna,Lucknow,2016-11-21,14:10,2016-11-14,Business,6408.04
Mrs. FG15 FS94,1978-02-23,Delhi,Lucknow,2016-08-27,23:00,2016-07-18,Business,7770.92
Dr. FG73 FS96,1973-12-17,Delhi,Patna,2016-10-31,19:40,2016-10-09,Economy,5340.13
Dr. MG63 MS52,1947-01-17,Delhi,Kolkata,2016-06-14,14:20,2016-06-13,Economy,7801.59
Mr. MG98 MS77,1948-08-01,Mumbai,Delhi,2016-03-01,16:30,2016-01-05,Economy,2503.09
Dr. FG6 FS2,1960-01-18,Hyderabad,Delhi,2016-05-22,21:40,2016-05-07,Business,32729.42
Mrs. FG4 FS6,1954-11-12,Hyderabad,Lucknow,2016-11-13,18:10,2016-10-09,Economy,6411.63
Dr. FG90 FS89,1969-01-29,Delhi,Mumbai,2016-10-23,22:10,2016-10-03,Business,17879.35
Dr. FG28 FS32,1985-07-18,Chennai,Hyderabad,2016-03-08,11:00,2016-01-17,Business,7110.17
Dr. FG85 FS57,1953-05-13,Kolkata,Lucknow,2016-10-20,04:40,2016-09-12,Economy,5462.23
Mrs. FG79 FS95,1966-07-18,Kolkata,Delhi,2016-08-23,00:20,2016-08-18,Economy,4534.91
Dr. FG41 FS5,1966-12-16,Mumbai,Chennai,2016-01-07,14:40,2016-01-07,Economy,11680.14
Dr. MG57 MS68,1936-05-13,Delhi,Mumbai,2016-01-01,20:30,2015-12-27,Economy,7104.91
Dr. MG72 MS23,1971-09-29,Delhi,Mumbai,2016-03-05,18:00,2016-01-16,Economy,7279.28
Mr. MG14 MS60,1972-05-17,Lucknow,Mumbai,2016-02-09,16:00,2016-01-18,Economy,4025.48
Mrs. FG20 FS96,1957-06-07,Delhi,Mumbai,2016-01-14,13:30,2015-11-01,Economy,2727.77
Miss FG91 FS63,2005-06-13,Mumbai,Delhi,2016-04-03,15:20,2016-03-24,Business,12510.28
Dr. FG78 FS93,1937-08-18,Lucknow,Mumbai,2016-07-07,12:50,2016-06-20,Business,14070.9
Mrs. FG59 FS74,1940-05-05,Mumbai,Patna,2016-12-13,09:20,2016-12-06,Economy,6652.05
Mr. MG47 MS84,1952-02-03,Delhi,Mumbai,2016-06-20,12:10,2016-06-14,Business,9409.73
Dr. FG77 FS65,1969-02-27,Delhi,Mumbai,2016-06-27,00:40,2016-06-24,Economy,7494.86
Miss FG52 FS85,2002-05-09,Patna,Chennai,2016-04-01,19:10,2016-03-15,Economy,8001.42
Dr. MG65 MS56,1935-01-22,Patna,Hyderabad,2016-04-05,16:20,2016-03-25,Economy,8372.09
Miss FG48 FS77,2005-10-24,Hyderabad,Mumbai,2016-09-27,08:50,2016-09-01,Economy,3932.41
Mr. MG79 MS88,1966-12-29,Mumbai,Lucknow,2016-12-09,20:50,2016-11-03,Economy,4450.77
Dr. MG74 MS66,1935-08-07,Delhi,Mumbai,2016-10-17,16:50,2016-09-22,Business,9916.77
Mr. MG63 MS32,1999-07-04,Delhi,Mumbai,2016-06-29,17:30,2016-06-01,Economy,2723.67
Dr. MG39 MS28,1953-02-03,Hyderabad,Lucknow,2016-08-24,20:30,2016-08-12,Business,23631.78
Mr. MG53 MS64,1952-04-12,Patna,Delhi,2016-10-21,22:50,2016-10-10,Economy,3342.82
Dr. MG32 MS53,1975-02-15,Hyderabad,Chennai,2016-08-20,00:10,2016-07-31,Economy,5119.15
Miss FG6 FS92,1998-11-01,Kolkata,Lucknow,2016-07-13,16:10,2016-05-27,Economy,3485.33
Dr. FG94 FS37,1977-09-23,Chennai,Lucknow,2016-05-31,17:10,2016-05-29,Economy,20648.94
Miss FG66 FS13,1988-01-04,Chennai,Mumbai,2016-04-19,19:20,2016-04-08,Business,11584.9
Mr. MG26 MS50,1945-03-11,Lucknow,Kolkata,2016-10-01,18:40,2016-09-04,Economy,4909.82
Mr. MG48 MS36,1954-07-23,Delhi,Hyderabad,2016-10-25,20:10,2016-10-04,Economy,5801.36
Miss FG28 FS69,1992-06-25,Lucknow,Delhi,2016-05-14,14:20,2016-03-27,Economy,2506.59
Miss FG65 FS20,1997-01-05,Kolkata,Lucknow,2016-02-09,17:30,2016-01-11,Economy,3711.89
Miss FG15 FS5,1991-11-12,Delhi,Kolkata,2016-08-09,14:20,2016-06-30,Economy,2200.65
Mr. MG90 MS51,1986-12-08,Mumbai,Lucknow,2016-11-23,14:20,2016-11-05,Economy,4129.5
Mr. MG40 MS29,1971-01-01,Mumbai,Lucknow,2016-01-07,07:30,2015-12-01,Business,10238.88
Dr. FG18 FS80,1940-12-21,Delhi,Lucknow,2016-06-04,16:00,2016-05-02,Economy,3767.95
Mr. MG24 MS47,1979-04-25,Delhi,Chennai,2016-06-18,04:50,2016-05-31,Business,25088.27
Mrs. FG18 FS40,1977-07-20,Mumbai,Delhi,2016-01-28,17:40,2016-01-21,Economy,4608.64
Dr. FG20 FS3,1939-10-09,Kolkata,Delhi,2016-03-06,18:10,2016-01-09,Business,15030.97
Miss FG61 FS89,1988-02-03,Patna,Mumbai,2016-01-03,14:40,2015-12-16,Economy,6848.89
Mr. MG96 MS97,1960-11-23,Lucknow,Mumbai,2016-08-22,15:30,2016-08-21,Economy,6735.61
Dr. MG15 MS97,1960-12-02,Mumbai,Kolkata,2016-04-14,19:20,2016-04-12,Economy,10130.53
Dr. FG90 FS36,1984-10-10,Patna,Hyderabad,2016-03-28,09:20,2016-02-15,Economy,7872.32
Mr. MG91 MS65,2000-09-23,Kolkata,Lucknow,2016-04-17,15:00,2016-04-11,Economy,7633.61
Mr. MG70 MS41,1978-07-06,Patna,Lucknow,2016-01-23,07:00,2015-12-30,Business,7768.16
Mrs. FG95 FS18,1950-03-09,Lucknow,Mumbai,2016-03-12,09:30,2016-02-17,Business,14648.57
Dr. FG29 FS29,1944-10-06,Mumbai,Lucknow,2016-10-18,01:00,2016-09-15,Economy,5328.23
Mr. MG24 MS14,1950-04-15,Hyderabad,Kolkata,2016-12-21,00:40,2016-12-04,Economy,3511.23
Mr. MG23 MS56,1982-07-17,Lucknow,Mumbai,2016-09-03,03:00,2016-08-21,Economy,7021.15
Mr. MG58 MS15,1968-04-28,Delhi,Lucknow,2016-10-27,09:30,2016-10-06,Economy,2340.61
Dr. MG87 MS54,1975-02-26,Lucknow,Delhi,2016-09-04,18:30,2016-09-04,Business,24435.91
Mr. MG49 MS95,2001-03-28,Lucknow,Kolkata,2016-09-14,11:40,2016-08-12,Economy,3598.81
Mrs. FG90 FS27,1963-02-28,Lucknow,Delhi,2016-06-17,07:10,2016-05-08,Economy,1816.08
Mr. MG75 MS14,1958-03-17,Mumbai,Hyderabad,2016-07-22,23:20,2016-06-22,Business,9676.03
Mrs. FG99 FS26,1946-09-21,Mumbai,Patna,2016-02-04,13:40,2016-01-04,Economy,3990.51
Dr. FG48 FS22,1959-11-17,Lucknow,Kolkata,2016-02-28,20:50,2016-02-12,Business,26298.34
Mr. MG2 MS47,1983-07-09,Lucknow,Mumbai,2016-11-05,18:00,2016-10-28,Business,20160.3
Dr. MG47 MS15,1946-01-26,Mumbai,Patna,2016-01-31,11:30,2015-12-21,Business,24575.95
Mrs. FG11 FS35,1980-09-01,Delhi,Mumbai,2016-05-21,17:30,2016-04-08,Economy,4834.16
Mr. MG86 MS52,1972-01-04,Lucknow,Kolkata,2016-10-18,07:20,2016-10-04,Business,12005.37
Dr. FG98 FS66,1983-11-16,Chennai,Mumbai,2016-04-02,12:10,2016-02-23,Business,21859.94
Mr. MG14 MS97,1987-10-21,Mumbai,Chennai,2016-05-07,16:30,2016-03-31,Economy,5232.6
Mr. MG58 MS25,1960-11-19,Lucknow,Chennai,2016-03-16,23:30,2016-01-24,Business,15172.27
Dr. FG69 FS43,1966-02-28,Lucknow,Patna,2016-01-15,16:20,2015-12-17,Business,7532.14
Dr. MG33 MS60,1979-02-28,Mumbai,Kolkata,2016-08-19,06:10,2016-08-01,Economy,7080.04
Miss FG78 FS69,1998-06-24,Hyderabad,Delhi,2016-10-18,18:20,2016-09-20,Economy,4733.85
Mr. MG61 MS89,1945-10-21,Mumbai,Lucknow,2016-04-13,01:40,2016-04-04,Business,11183.66
Dr. MG58 MS58,1971-01-03,Delhi,Hyderabad,2016-04-22,17:00,2016-04-08,Economy,9911.61
Dr. MG96 MS97,1952-02-13,Mumbai,Patna,2016-01-09,19:40,2016-01-02,Business,37428.6
Miss FG26 FS2,1984-04-13,Chennai,Delhi,2016-06-25,12:10,2016-05-15,Economy,8765.82
Mr. MG71 MS62,1992-08-30,Chennai,Delhi,2016-11-12,10:40,2016-10-08,Economy,8276.34
Mr. MG35 MS4,1953-09-25,Lucknow,Delhi,2016-01-16,20:40,2016-01-02,Economy,3195.04
Mr. MG79 MS89,1950-04-12,Mumbai,Delhi,2016-09-21,18:40,2016-09-10,Economy,3113.55
Mrs. FG21 FS48,1950-12-29,Lucknow,Kolkata,2016-01-09,18:30,2015-11-23,Economy,5116.82
Miss FG73 FS24,1992-03-20,Patna,Mumbai,2016-01-19,22:40,2015-12-16,Business,11053.9
Miss FG39 FS28,1989-10-13,Lucknow,Mumbai,2016-01-07,10:50,2015-12-11,Economy,3494.83
Dr. MG13 MS69,1965-09-06,Chennai,Lucknow,2016-12-14,13:30,2016-12-07,Economy,14125.31
Mr. MG10 MS47,1969-08-10,Kolkata,Delhi,2016-03-26,19:50,2016-02-24,Economy,4821.29
Miss FG76 FS82,1983-01-01,Kolkata,Mumbai,2016-03-21,16:20,2016-02-07,Economy,3916.76
Mrs. FG87 FS27,1943-04-14,Delhi,Lucknow,2016-04-18,11:50,2016-04-05,Economy,1554.96
Dr. FG93 FS73,1965-08-08,Lucknow,Mumbai,2016-08-07,22:00,2016-07-07,Business,21116.54
Dr. MG4 MS4,1980-09-02,Delhi,Lucknow,2016-01-17,17:50,2016-01-15,Business,21152.05
Dr. MG30 MS7,1959-06-09,Lucknow,Chennai,2016-03-11,16:40,2016-02-22,Economy,9997.71
Dr. MG58 MS83,1985-08-29,Lucknow,Chennai,2016-09-12,18:10,2016-08-27,Economy,11052.18
Miss FG89 FS88,1993-02-06,Mumbai,Patna,2016-07-29,18:00,2016-07-22,Economy,5880.82
Dr. MG44 MS18,1964-04-25,Delhi,Kolkata,2016-01-20,01:20,2015-12-16,Economy,4336.05
Dr. FG10 FS41,1939-11-30,Lucknow,Delhi,2016-12-07,07:20,2016-11-16,Economy,2432.92
Dr. MG92 MS3,1980-12-07,Lucknow,Chennai,2016-05-26,04:00,2016-04-28,Economy,11128.45
Dr. FG34 FS84,1980-04-15,Mumbai,Delhi,2016-12-26,11:30,2016-10-23,Business,11772.18
Mr. MG6 MS20,1988-11-07,Lucknow,Chennai,2016-12-19,02:50,2016-12-11,Business,21297.54
Miss FG85 FS72,1980-01-31,Delhi,Patna,2016-09-04,13:00,2016-08-29,Business,17807.65
Dr. MG43 MS65,1946-07-03,Hyderabad,Lucknow,2016-07-29,20:50,2016-07-01,Economy,7891.61
Miss FG85 FS56,1989-09-25,Delhi,Patna,2016-06-06,15:10,2016-05-20,Economy,2954.03
Miss FG62 FS56,1989-02-05,Chennai,Delhi,2016-10-15,12:50,2016-09-05,Economy,7653.49
Dr. MG56 MS71,1978-09-21,Mumbai,Lucknow,2016-04-13,06:20,2016-03-28,Economy,7392.62
Mrs. FG36 FS82,1978-05-19,Lucknow,Mumbai,2016-01-31,20:00,2016-01-25,Economy,11471.78
Dr. MG22 MS86,1953-03-25,Lucknow,Mumbai,2016-10-30,07:30,2016-09-03,Economy,7995.48
Mr. MG58 MS20,2005-02-17,Delhi,Mumbai,2016-08-12,14:10,2016-07-28,Economy,2782.28
Dr. MG83 MS72,1972-01-02,Delhi,Chennai,2016-03-30,08:20,2016-02-15,Economy,9900.96
Miss FG67 FS25,2000-11-06,Lucknow,Patna,2016-09-24,18:30,2016-09-02,Business,6256.07
Mr. MG59 MS81,1991-12-23,Hyderabad,Patna,2016-07-24,07:30,2016-07-19,Economy,10196.04
Mrs. FG3 FS79,1989-01-09,Mumbai,Hyderabad,2016-12-08,11:40,2016-12-05,Economy,6790.3
Mrs. FG58 FS62,1990-07-26,Lucknow,Patna,2016-02-22,18:00,2016-01-21,Economy,1492.04
Mr. MG39 MS55,1968-12-12,Mumbai,Patna,2016-01-16,18:40,2016-01-11,Economy,11527.18
Dr. MG27 MS87,1947-03-25,Delhi,Hyderabad,2016-01-14,07:10,2015-11-29,Economy,7079.85
Dr. MG92 MS71,1940-05-31,Lucknow,Mumbai,2016-03-09,16:10,2016-02-09,Economy,5678.72
Mr. MG20 MS81,1991-11-13,Delhi,Kolkata,2016-06-03,01:20,2016-05-09,Economy,2775.85
Mrs. FG96 FS1,1977-07-16,Kolkata,Hyderabad,2016-04-21,14:20,2016-03-28,Economy,3395.07
Mrs. FG74 FS55,1967-02-25,Patna,Mumbai,2016-04-07,08:10,2016-03-03,Business,12679.31
Dr. MG15 MS79,1935-11-24,Kolkata,Lucknow,2016-09-03,11:20,2016-07-20,Business,19277.23
Miss FG47 FS5,2000-03-13,Kolkata,Delhi,2016-05-24,14:00,2016-05-15,Economy,3454.1
Mrs. FG72 FS27,1953-11-05,Mumbai,Chennai,2016-06-18,03:10,2016-06-10,Economy,7377.06
Miss FG21 FS1,1985-08-29,Kolkata,Hyderabad,2016-04-04,16:00,2016-03-22,Economy,3784.41
Mr. MG71 MS13,1987-07-08,Lucknow,Delhi,2016-10-02,17:40,2016-09-05,Economy,2738.67
Dr. MG38 MS62,1963-07-25,Delhi,Patna,2016-03-03,18:20,2016-02-11,Economy,4161.48
Miss FG60 FS66,2005-07-12,Delhi,Mumbai,2016-04-22,09:20,2016-04-21,Business,13414.59
Mr. MG38 MS35,1952-07-07,Mumbai,Delhi,2016-06-03,16:10,2016-05-28,Economy,4150.31
Mr. MG86 MS41,1989-04-08,Chennai,Delhi,2016-08-03,14:30,2016-07-05,Economy,5631.33
Dr. MG14 MS41,1966-07-21,Chennai,Mumbai,2016-07-25,06:20,2016-07-09,Business,15674.52
Dr. FG64 FS52,1969-06-25,Lucknow,Delhi,2016-08-01,19:10,2016-06-13,Economy,3527.92
Dr. FG93 FS90,1941-02-04,Lucknow,Patna,2016-08-31,01:50,2016-08-25,Economy,3568.86
Miss FG79 FS4,1987-08-10,Lucknow,Delhi,2016-06-18,01:10,2016-05-26,Business,7289.91
Mrs. FG32 FS68,1975-10-14,Hyderabad,Delhi,2016-05-28,05:00,2016-05-05,Economy,9091.87
Mr. MG72 MS38,1973-03-22,Hyderabad,Chennai,2016-07-26,19:40,2016-07-19,Business,7693.38
Miss FG98 FS12,2001-12-02,Chennai,Kolkata,2016-06-03,19:30,2016-04-27,Economy,3623.12
Dr. MG7 MS22,1956-05-31,Patna,Lucknow,2016-02-16,19:30,2016-02-06,Economy,3681.04
Miss FG10 FS20,1994-10-25,Delhi,Mumbai,2016-10-19,06:50,2016-10-11,Economy,3186.33
Mr. MG72 MS5,1978-02-14,Mumbai,Hyderabad,2016-01-08,14:50,2015-12-13,Economy,4903.76
Dr. MG77 MS8,1946-01-05,Lucknow,Kolkata,2016-04-13,09:40,2016-04-11,Economy,10461.45
Dr. FG79 FS70,1942-02-17,Patna,Lucknow,2016-12-08,01:50,2016-12-03,Economy,4137.37
Dr. FG42 FS78,1959-10-03,Kolkata,Lucknow,2016-03-31,03:20,2016-03-07,Economy,5383.7
Mr. MG21 MS54,1948-01-28,Chennai,Patna,2016-06-23,19:50,2016-05-24,Economy,7605.93
Dr. FG1 FS86,1943-02-17,Delhi,Chennai,2016-08-13,22:30,2016-08-03,Business,37625.21
Mr. MG73 MS20,1949-01-10,Lucknow,Mumbai,2016-08-05,10:30,2016-07-11,Business,8651.31
Mr. MG18 MS77,1982-09-21,Patna,Lucknow,2016-07-07,04:30,2016-06-12,Economy,2094.11
Mrs. FG56 FS35,1968-05-30,Mumbai,Delhi,2016-12-05,07:50,2016-10-19,Economy,2880.45
Dr. MG21 MS27,1968-11-07,Chennai,Delhi,2016-06-07,21:50,2016-05-20,Economy,10105.47
Dr. FG86 FS41,1985-10-23,Kolkata,Delhi,2016-01-07,10:00,2015-12-18,Economy,4802.46
Mr. MG63 MS39,2000-06-04,Delhi,Lucknow,2016-11-07,01:10,2016-10-20,Business,4412.04
Dr. MG5 MS10,1984-06-03,Mumbai,Patna,2016-07-15,19:10,2016-06-20,Economy,7964.36
Mr. MG53 MS49,1983-05-03,Delhi,Patna,2016-04-11,12:20,2016-03-12,Economy,2670.82
Mr. MG29 MS37,1974-05-30,Kolkata,Patna,2016-05-21,17:50,2016-04-28,Business,12026.62
Miss FG8 FS5,1997-08-06,Kolkata,Delhi,2016-09-07,08:20,2016-08-29,Economy,3199.71
Mrs. FG4 FS21,1984-12-17,Chennai,Mumbai,2016-03-19,18:30,2016-02-26,Economy,5763.6
Miss FG12 FS59,1992-03-28,Delhi,Mumbai,2016-01-31,18:00,2016-01-21,Economy,4916.06
Miss FG78 FS39,1990-11-15,Delhi,Kolkata,2016-11-29,07:00,2016-11-22,Economy,3725.5
Miss FG23 FS14,1984-08-11,Delhi,Lucknow,2016-05-02,14:00,2016-04-03,Economy,1689.63
Mr. MG46 MS5,1950-03-10,Mumbai,Kolkata,2016-09-21,19:00,2016-09-01,Economy,3999.45
Dr. MG35 MS95,1973-01-03,Delhi,Lucknow,2016-04-10,15:20,2016-03-07,Economy,5060.8
Dr. FG57 FS66,1941-09-05,Patna,Delhi,2016-12-10,11:00,2016-12-10,Economy,11708.26
Miss FG12 FS56,1980-03-09,Delhi,Hyderabad,2016-04-06,05:00,2016-02-10,Economy,5492.38
Dr. MG5 MS74,1962-07-17,Patna,Delhi,2016-03-24,19:30,2016-02-23,Business,10896.61
Mrs. FG58 FS4,1963-06-19,Delhi,Patna,2016-08-18,04:20,2016-08-14,Business,10756.52
Mrs. FG56 FS51,1985-04-02,Chennai,Mumbai,2016-07-12,00:40,2016-06-19,Economy,3672.97
Miss FG56 FS3,1997-03-11,Lucknow,Chennai,2016-12-06,19:10,2016-12-03,Business,27624.31
Dr. FG61 FS74,1958-02-28,Delhi,Patna,2016-04-23,08:00,2016-03-26,Economy,5914.9
Miss FG23 FS3,1983-11-13,Kolkata,Delhi,2016-05-23,15:00,2016-05-20,Economy,5221.51
Miss FG31 FS85,1991-03-24,Patna,Lucknow,2016-01-04,16:10,2015-12-19,Economy,2159.64
Dr. FG71 FS88,1970-02-23,Mumbai,Delhi,2016-12-09,02:30,2016-11-28,Business,14488.83
Mrs. FG3 FS73,1963-06-18,Kolkata,Delhi,2016-12-20,20:30,2016-12-20,Business,15850.32
Miss FG23 FS51,2001-09-11,Patna,Mumbai,2016-12-05,17:50,2016-11-25,Business,13292.15
Dr. MG78 MS16,1968-09-26,Lucknow,Delhi,2016-09-12,07:30,2016-08-21,Economy,3178.77
Miss FG21 FS52,1982-11-19,Lucknow,Mumbai,2016-09-04,16:30,2016-08-11,Economy,6103.53
Mr. MG44 MS57,1992-03-30,Hyderabad,Chennai,2016-01-07,21:00,2015-11-10,Economy,2181.07
Dr. MG82 MS18,1947-06-26,Kolkata,Mumbai,2016-09-24,08:40,2016-09-02,Economy,8331.14
Mr. MG99 MS80,1964-02-12,Delhi,Patna,2016-11-19,16:40,2016-11-01,Economy,4467.12
Dr. FG36 FS37,1952-09-12,Mumbai,Chennai,2016-02-14,13:10,2016-01-29,Business,21235.14
Miss FG68 FS33,1991-10-14,Lucknow,Patna,2016-03-14,07:10,2016-02-13,Business,4056.67
Mr. MG63 MS19,1959-05-04,Kolkata,Delhi,2016-10-12,18:20,2016-10-07,Business,10449.8
Miss FG6 FS42,1995-12-30,Kolkata,Mumbai,2016-01-02,14:00,2015-12-11,Business,13135.61
Miss FG45 FS78,1993-02-23,Mumbai,Chennai,2016-02-21,14:50,2016-01-24,Economy,5266.3
Mr. MG78 MS43,1949-11-23,Chennai,Kolkata,2016-08-04,12:00,2016-07-10,Economy,3536.11
Dr. FG64 FS72,1985-04-10,Lucknow,Hyderabad,2016-12-27,08:40,2016-12-18,Economy,9848.39
Mr. MG15 MS98,2000-03-14,Delhi,Hyderabad,2016-08-23,05:00,2016-08-01,Economy,5024.43
Mr. MG89 MS41,1950-01-31,Delhi,Patna,2016-12-20,12:50,2016-11-27,Economy,2706.99
Dr. MG82 MS9,1962-05-16,Lucknow,Chennai,2016-03-08,17:10,2016-02-03,Economy,9543.48
Mr. MG93 MS12,1969-11-25,Delhi,Mumbai,2016-03-01,09:50,2016-02-17,Economy,3855.33
Miss FG44 FS60,1982-10-26,Mumbai,Delhi,2016-01-26,03:10,2016-01-19,Business,10283.2
Dr. FG14 FS61,1947-01-15,Mumbai,Lucknow,2016-09-23,03:20,2016-08-05,Economy,5288.27
Mrs. FG46 FS81,1977-10-11,Mumbai,Lucknow,2016-07-19,22:50,2016-05-14,Economy,3977.36
Mrs. FG87 FS97,1960-07-31,Mumbai,Chennai,2016-04-08,13:50,2016-03-10,Economy,3692.78
Mrs. FG83 FS84,1981-04-28,Kolkata,Lucknow,2016-11-23,17:20,2016-10-12,Business,10436.01
Dr. FG98 FS86,1967-01-10,Lucknow,Patna,2016-12-07,16:40,2016-11-20,Economy,2680.77
Mrs. FG58 FS84,1945-06-15,Kolkata,Delhi,2016-08-30,18:00,2016-07-14,Business,6522.58
Mr. MG11 MS64,1979-04-06,Delhi,Mumbai,2016-09-15,18:10,2016-08-19,Economy,2866.26
Dr. MG87 MS3,1953-05-03,Hyderabad,Delhi,2016-10-25,10:40,2016-10-06,Economy,7814.19
Mr. MG69 MS39,1971-10-24,Mumbai,Chennai,2016-04-07,23:00,2016-02-28,Economy,4245.93
Mrs. FG86 FS87,1989-10-23,Kolkata,Delhi,2016-04-11,18:30,2016-03-22,Economy,3108.36
Mr. MG76 MS14,1986-07-23,Hyderabad,Delhi,2016-08-22,17:30,2016-08-05,Economy,5642.93
Mrs. FG60 FS66,1979-09-17,Lucknow,Delhi,2016-01-31,13:40,2015-12-29,Economy,3208.32
Dr. MG13 MS44,1938-08-21,Mumbai,Lucknow,2016-02-02,17:40,2016-02-02,Economy,10447.92
